athlete,athlete_id,country_noc,sexo,sport,medal,edition
Carlos Tabares,108383,CUB,Men,Baseball,Gold,2004 Summer Olympics
Denis Daly,17962,GBR,Men,Polo,Gold,1900 Summer Olympics
George Miller,17978,GBR,Men,Polo,Gold,1908 Summer Olympics
Frederick Barrett,17959,GBR,Men,Polo,Gold,1920 Summer Olympics
Enrique Padilla,11236,ARG,Men,Polo,Gold,1924 Summer Olympics
Andrés Gazzotti,11232,ARG,Men,Polo,Gold,1936 Summer Olympics
Karch Kiraly,53299,USA,Men,Beach Volleyball,Gold,1996 Summer Olympics
Jackie Silva,51903,BRA,Women,Beach Volleyball,Gold,1996 Summer Olympics
Eric Fonoimoana,94400,USA,Men,Beach Volleyball,Gold,2000 Summer Olympics
Kerri-Ann Pottharst,51773,AUS,Women,Beach Volleyball,Gold,2000 Summer Olympics
 Ricardo,94350,BRA,Men,Beach Volleyball,Gold,2004 Summer Olympics
Misty May,94405,USA,Women,Beach Volleyball,Gold,2004 Summer Olympics
Alexandre Pharamond,17903,FRA,Men,Rugby,Gold,1900 Summer Olympics
Bob Craig,11241,ANZ,Men,Rugby,Gold,1908 Summer Olympics
Harold von Schmidt,1202198,USA,Men,Rugby,Gold,1920 Summer Olympics
Dudley DeGroot,18237,USA,Men,Rugby,Gold,1924 Summer Olympics
Dani Tyler,1447,USA,Women,Softball,Gold,1996 Summer Olympics
Lisa Fernandez,1372,USA,Women,Softball,Gold,2000 Summer Olympics
Kelly Kretschman,109142,USA,Women,Softball,Gold,2004 Summer Olympics
Francis Johnson,6337,USA,Men,Basketball,Gold,1936 Summer Olympics
Cliff Barker,5677,USA,Men,Basketball,Gold,1948 Summer Olympics
Bill Lienhard,6513,USA,Men,Basketball,Gold,1952 Summer Olympics
Dick Boushka,5777,USA,Men,Basketball,Gold,1956 Summer Olympics
Allen Kelley,6382,USA,Men,Basketball,Gold,1960 Summer Olympics
George Wilson,7360,USA,Men,Basketball,Gold,1964 Summer Olympics
Mike Barrett,5683,USA,Men,Basketball,Gold,1968 Summer Olympics
Ivan Yedeshko,3268,RUS,Men,Basketball,Gold,1972 Summer Olympics
Quinn Buckner,5799,USA,Men,Basketball,Gold,1976 Summer Olympics
Tamāra Dauniene,5200,RUS,Women,Basketball,Gold,1976 Summer Olympics
Mihovil Nakić-Vojnović,5101,YUG,Men,Basketball,Gold,1980 Summer Olympics
Uļjana Semjonova,5470,RUS,Women,Basketball,Gold,1980 Summer Olympics
Steve Alford,5600,USA,Men,Basketball,Gold,1984 Summer Olympics
Carol Menken-Schaudt,5369,USA,Women,Basketball,Gold,1984 Summer Olympics
Viktor Pankrashkin,5108,RUS,Men,Basketball,Gold,1988 Summer Olympics
Andrea Lloyd,5347,USA,Women,Basketball,Gold,1988 Summer Olympics
Christian Laettner,6473,USA,Men,Basketball,Gold,1992 Summer Olympics
Olena Zhyrko,5566,EUN,Women,Basketball,Gold,1992 Summer Olympics
Penny Hardaway,6252,USA,Men,Basketball,Gold,1996 Summer Olympics
Carla McGhee,5367,USA,Women,Basketball,Gold,1996 Summer Olympics
Jason Kidd,82805,USA,Men,Basketball,Gold,2000 Summer Olympics
DeLisha Milton-Jones,90092,USA,Women,Basketball,Gold,2000 Summer Olympics
Gabriel Fernández,108474,ARG,Men,Basketball,Gold,2004 Summer Olympics
Tamika Catchings,103095,USA,Women,Basketball,Gold,2004 Summer Olympics
Henry Haslam,25231,GBR,Men,Football,Gold,1900 Summer Olympics
George Ducker,24341,CAN,Men,Football,Gold,1904 Summer Olympics
Chris Porter,701017,GBR,Men,Football,Gold,1908 Summer Olympics
Harry Raymond,702045,GBR,Men,Football,Gold,1912 Summer Olympics
Rik Larnoe,24105,BEL,Men,Football,Gold,1920 Summer Olympics
Fermín Uriarte,701282,URU,Men,Football,Gold,1924 Summer Olympics
Lorenzo Fernández,27657,URU,Men,Football,Gold,1928 Summer Olympics
Giuseppe Baldo,25988,ITA,Men,Football,Gold,1936 Summer Olympics
Birger Rosengren,27286,SWE,Men,Football,Gold,1948 Summer Olympics
Zoltán Czibor,25677,HUN,Men,Football,Gold,1952 Summer Olympics
Anatoly Maslyonkin,27600,RUS,Men,Football,Gold,1956 Summer Olympics
Vladimir Durković,27899,YUG,Men,Football,Gold,1960 Summer Olympics
Antal Dunai,25684,HUN,Men,Football,Gold,1964 Summer Olympics
Lajos Kocsis,25713,HUN,Men,Football,Gold,1968 Summer Olympics
Włodzimierz Lubański,26958,POL,Men,Football,Gold,1972 Summer Olympics
Hans-Jürgen Riediger,25339,GDR,Men,Football,Gold,1976 Summer Olympics
Werner Lička,27350,TCH,Men,Football,Gold,1980 Summer Olympics
François Brisson,25053,FRA,Men,Football,Gold,1984 Summer Olympics
Igor Sklyarov,27631,RUS,Men,Football,Gold,1988 Summer Olympics
Pep Guardiola,24895,ESP,Men,Football,Gold,1992 Summer Olympics
Celestine Babayaro,26725,NGR,Men,Football,Gold,1996 Summer Olympics
Carin Gabarra,27677,USA,Women,Football,Gold,1996 Summer Olympics
Nicolas Alnoudji,91006,CMR,Men,Football,Gold,2000 Summer Olympics
Astrid Johannessen,700585,NOR,Women,Football,Gold,2000 Summer Olympics
Fabricio Coloccini,102755,ARG,Men,Football,Gold,2004 Summer Olympics
Christie Rampone,90954,USA,Women,Football,Gold,2004 Summer Olympics
Fritz Fromm,32068,GER,Men,Handball,Gold,1936 Summer Olympics
Branislav Pokrajac,33086,YUG,Men,Handball,Gold,1972 Summer Olympics
Aleksandr Rezanov,32902,RUS,Men,Handball,Gold,1976 Summer Olympics
Aldona Česaitytė,32871,RUS,Women,Handball,Gold,1976 Summer Olympics
Lothar Doering,31723,GDR,Men,Handball,Gold,1980 Summer Olympics
Zinaida Turchina,32873,RUS,Women,Handball,Gold,1980 Summer Olympics
Dragan Mladenović,33079,YUG,Men,Handball,Gold,1984 Summer Olympics
Ljubinka Janković,33034,YUG,Women,Handball,Gold,1984 Summer Olympics
Yury Shevtsov,32907,RUS,Men,Handball,Gold,1988 Summer Olympics
Han Hyeon-Suk,32348,KOR,Women,Handball,Gold,1988 Summer Olympics
Igor Chumak,32910,EUN,Men,Handball,Gold,1992 Summer Olympics
Im Oh-Gyeong,32375,KOR,Women,Handball,Gold,1992 Summer Olympics
Irfan Smajlagić,33094,CRO,Men,Handball,Gold,1996 Summer Olympics
Kristine Andersen,108772,DEN,Women,Handball,Gold,1996 Summer Olympics
Eduard Koksharov,91447,RUS,Men,Handball,Gold,2000 Summer Olympics
Tina Bøttzau,31993,DEN,Women,Handball,Gold,2000 Summer Olympics
Nikša Kaleb,108641,CRO,Men,Handball,Gold,2004 Summer Olympics
Louise Bager Nørgaard,108777,DEN,Women,Handball,Gold,2004 Summer Olympics
Edgar Page,18835,GBR,Men,Hockey,Gold,1908 Summer Olympics
Stanley Shoveller,18860,GBR,Men,Hockey,Gold,1920 Summer Olympics
Dhyan Chand,19148,IND,Men,Hockey,Gold,1928 Summer Olympics
Eric Pinniger,19231,IND,Men,Hockey,Gold,1932 Summer Olympics
Baboo Nimal,19221,IND,Men,Hockey,Gold,1936 Summer Olympics
Akhtar Hussain,19966,IND,Men,Hockey,Gold,1948 Summer Olympics
Meldric daLuz,19162,IND,Men,Hockey,Gold,1952 Summer Olympics
Shankar Laxman,19211,IND,Men,Hockey,Gold,1956 Summer Olympics
Bashir Ahmed,19972,PAK,Men,Hockey,Gold,1960 Summer Olympics
Udham Singh,19312,IND,Men,Hockey,Gold,1964 Summer Olympics
Zakir Hussain,20080,PAK,Men,Hockey,Gold,1968 Summer Olympics
Dieter Freise,18992,FRG,Men,Hockey,Gold,1972 Summer Olympics
Ramesh Patel,19938,NZL,Men,Hockey,Gold,1976 Summer Olympics
Zafar Iqbal,19320,IND,Men,Hockey,Gold,1980 Summer Olympics
Gill Cowley,20451,ZIM,Women,Hockey,Gold,1980 Summer Olympics
 Kalimullah,19991,PAK,Men,Hockey,Gold,1984 Summer Olympics
Elsemieke Hillen,19681,NED,Women,Hockey,Gold,1984 Summer Olympics
David Faulkner,18762,GBR,Men,Hockey,Gold,1988 Summer Olympics
Sally Carbon,17461,AUS,Women,Hockey,Gold,1988 Summer Olympics
Jan Peter Tewes,19079,GER,Men,Hockey,Gold,1992 Summer Olympics
Natalia Dorado,18426,ESP,Women,Hockey,Gold,1992 Summer Olympics
Erik Jazet,19763,NED,Men,Hockey,Gold,1996 Summer Olympics
Renita Farrell,17466,AUS,Women,Hockey,Gold,1996 Summer Olympics
Teun de Nooijer,19736,NED,Men,Hockey,Gold,2000 Summer Olympics
Katie Allen,91773,AUS,Women,Hockey,Gold,2000 Summer Olympics
Dean Butler,108950,AUS,Men,Hockey,Gold,2004 Summer Olympics
Anke Kühn,108879,GER,Women,Hockey,Gold,2004 Summer Olympics
Yury Chesnokov,53214,RUS,Men,Volleyball,Gold,1964 Summer Olympics
Yuriko Handa,52474,JPN,Women,Volleyball,Gold,1964 Summer Olympics
Yury Poyarkov,53198,RUS,Men,Volleyball,Gold,1968 Summer Olympics
Lyudmila Buldakova,53121,RUS,Women,Volleyball,Gold,1968 Summer Olympics
Tetsuo Nishimoto,52573,JPN,Men,Volleyball,Gold,1972 Summer Olympics
Roza Salikhova,53156,RUS,Women,Volleyball,Gold,1972 Summer Olympics
Bronisław Bebel,52875,POL,Men,Volleyball,Gold,1976 Summer Olympics
Mariko Okamoto,52508,JPN,Women,Volleyball,Gold,1976 Summer Olympics
Vladimir Dorokhov,53175,RUS,Men,Volleyball,Gold,1980 Summer Olympics
Yelena Akhaminova,53115,RUS,Women,Volleyball,Gold,1980 Summer Olympics
Dusty Dvorak,53287,USA,Men,Volleyball,Gold,1984 Summer Olympics
Zhou Xiaolan,2302468,CHN,Women,Volleyball,Gold,1984 Summer Olympics
Jeff Stork,53320,USA,Men,Volleyball,Gold,1988 Summer Olympics
Valentina Ogiyenko,52975,RUS,Women,Volleyball,Gold,1988 Summer Olympics
 Maurício,52089,BRA,Men,Volleyball,Gold,1992 Summer Olympics
Regla Bell,52173,CUB,Women,Volleyball,Gold,1992 Summer Olympics
Henk Jan Held,52790,NED,Men,Volleyball,Gold,1996 Summer Olympics
Tai Agüero,94533,CUB,Women,Volleyball,Gold,1996 Summer Olympics
Đula Mešter,53345,SCG,Men,Volleyball,Gold,2000 Summer Olympics
Ana Ivis Fernández,52181,CUB,Women,Volleyball,Gold,2000 Summer Olympics
André Heller,94479,BRA,Men,Volleyball,Gold,2004 Summer Olympics
Li Shan,94518,CHN,Women,Volleyball,Gold,2004 Summer Olympics
John Jarvis,47306,GBR,Men,Water Polo,Gold,1900 Summer Olympics
David Hesser,102424,USA,Men,Water Polo,Gold,1904 Summer Olympics
Paul Radmilovic,53949,GBR,Men,Water Polo,Gold,1908 Summer Olympics
George Wilkinson,53957,GBR,Men,Water Polo,Gold,1912 Summer Olympics
Chris Jones,53931,GBR,Men,Water Polo,Gold,1920 Summer Olympics
Robert Desmettre,53841,FRA,Men,Water Polo,Gold,1924 Summer Olympics
Emil Benecke,53978,GER,Men,Water Polo,Gold,1928 Summer Olympics
Miklós Sárkány,54206,HUN,Men,Water Polo,Gold,1932 Summer Olympics
Márton Homonnai,54167,HUN,Men,Water Polo,Gold,1936 Summer Olympics
Tullio Pandolfini,54337,ITA,Men,Water Polo,Gold,1948 Summer Olympics
Dezső Fábián,54149,HUN,Men,Water Polo,Gold,1952 Summer Olympics
László Jeney,54171,HUN,Men,Water Polo,Gold,1956 Summer Olympics
Giuseppe D'Altrui,54299,ITA,Men,Water Polo,Gold,1960 Summer Olympics
Zoltán Dömötör,54148,HUN,Men,Water Polo,Gold,1964 Summer Olympics
Ozren Bonačić,54999,YUG,Men,Water Polo,Gold,1968 Summer Olympics
Vadim Gulyayev,54823,RUS,Men,Water Polo,Gold,1972 Summer Olympics
Endre Molnár,54194,HUN,Men,Water Polo,Gold,1976 Summer Olympics
Mait Riisman,54853,RUS,Men,Water Polo,Gold,1980 Summer Olympics
Perica Bukić,53655,YUG,Men,Water Polo,Gold,1984 Summer Olympics
Igor Gočanin,55009,YUG,Men,Water Polo,Gold,1988 Summer Olympics
Francesco Attolico,54270,ITA,Men,Water Polo,Gold,1992 Summer Olympics
Salvador Gómez,53765,ESP,Men,Water Polo,Gold,1996 Summer Olympics
Péter Biros,94620,HUN,Men,Water Polo,Gold,2000 Summer Olympics
Bronwyn Smith,94877,AUS,Women,Water Polo,Gold,2000 Summer Olympics
Rajmund Fodor,54153,HUN,Men,Water Polo,Gold,2004 Summer Olympics
Francesca Conti,109378,ITA,Women,Water Polo,Gold,2004 Summer Olympics
Gaston Aumoitte,17831,FRA,Open,Croquet,Gold,1900 Summer Olympics
Chrétien Waydelich,17840,FRA,Open,Croquet,Gold,1900 Summer Olympics
Gaston Aumoitte,17831,FRA,Open,Croquet,Gold,1900 Summer Olympics
Charles Sands,2786,USA,Men,Golf,Gold,1900 Summer Olympics
Margaret Abbott,18138,USA,Women,Golf,Gold,1900 Summer Olympics
George Lyon,11282,CAN,Men,Golf,Gold,1904 Summer Olympics
Ken Edwards,18158,USA,Men,Golf,Gold,1904 Summer Olympics
Émile Thubron,17850,FRA,Open,Motorboating,Gold,1908 Summer Olympics
Thomas Thornycroft,17956,GBR,Open,Motorboating,Gold,1908 Summer Olympics
Bernard Redwood,17955,GBR,Open,Motorboating,Gold,1908 Summer Olympics
Henri Hérouin,479,FRA,Men,Archery,Gold,1900 Summer Olympics
Henri Hérouin,479,FRA,Men,Archery,Gold,1900 Summer Olympics
Eugène Mougin,489,FRA,Men,Archery,Gold,1900 Summer Olympics
Hubert Van Innis,333,BEL,Men,Archery,Gold,1900 Summer Olympics
Hubert Van Innis,333,BEL,Men,Archery,Gold,1900 Summer Olympics
Emmanuel Foulon,326,BEL,Men,Archery,Gold,1900 Summer Olympics
Émile Grumiaux,476,FRA,Men,Archery,Gold,1900 Summer Olympics
Phil Bryant,2225,USA,Men,Archery,Gold,1904 Summer Olympics
Phil Bryant,2225,USA,Men,Archery,Gold,1904 Summer Olympics
G. C. Spencer,2246,USA,Men,Archery,Gold,1904 Summer Olympics
Lida Howell,2209,USA,Women,Archery,Gold,1904 Summer Olympics
Lida Howell,2209,USA,Women,Archery,Gold,1904 Summer Olympics
William Dod,575,GBR,Men,Archery,Gold,1908 Summer Olympics
Eugène Grisot,475,FRA,Men,Archery,Gold,1908 Summer Olympics
Sybil Newall,549,GBR,Women,Archery,Gold,1908 Summer Olympics
Hubert Van Innis,333,BEL,Men,Archery,Gold,1920 Summer Olympics
Hubert Van Innis,333,BEL,Men,Archery,Gold,1920 Summer Olympics
Julien Brulé,459,FRA,Men,Archery,Gold,1920 Summer Olympics
Theo Willems,2036,NED,Men,Archery,Gold,1920 Summer Olympics
Louis Van Beeck,329,BEL,Men,Archery,Gold,1920 Summer Olympics
Pierre Van Tilt,335,BEL,Men,Archery,Gold,1920 Summer Olympics
Edmond Van Moer,334,BEL,Men,Archery,Gold,1920 Summer Olympics
Edmond Cloetens,316,BEL,Men,Archery,Gold,1920 Summer Olympics
Edmond Cloetens,316,BEL,Men,Archery,Gold,1920 Summer Olympics
Firmin Flamand,325,BEL,Men,Archery,Gold,1920 Summer Olympics
John Williams,2254,USA,Men,Archery,Gold,1972 Summer Olympics
Doreen Wilber,2221,USA,Women,Archery,Gold,1972 Summer Olympics
Darrell Pace,2243,USA,Men,Archery,Gold,1976 Summer Olympics
Luann Ryon,2217,USA,Women,Archery,Gold,1976 Summer Olympics
Tomi Poikolainen,443,FIN,Men,Archery,Gold,1980 Summer Olympics
Ketevan Losaberidze,2191,RUS,Women,Archery,Gold,1980 Summer Olympics
Darrell Pace,2243,USA,Men,Archery,Gold,1984 Summer Olympics
Seo Hyang-Sun,1965,KOR,Women,Archery,Gold,1984 Summer Olympics
Jay Barrs,2223,USA,Men,Archery,Gold,1988 Summer Olympics
Lee Han-Seop,1976,KOR,Men,Archery,Gold,1988 Summer Olympics
Kim Su-Nyeong,1962,KOR,Women,Archery,Gold,1988 Summer Olympics
Yun Yeong-Suk,1968,KOR,Women,Archery,Gold,1988 Summer Olympics
Sébastien Flûte,471,FRA,Men,Archery,Gold,1992 Summer Olympics
Juan Carlos Holgado,424,ESP,Men,Archery,Gold,1992 Summer Olympics
Jo Yun-Jeong,1958,KOR,Women,Archery,Gold,1992 Summer Olympics
Lee Eun-Gyeong,1963,KOR,Women,Archery,Gold,1992 Summer Olympics
Justin Huish,2234,USA,Men,Archery,Gold,1996 Summer Olympics
Justin Huish,2234,USA,Men,Archery,Gold,1996 Summer Olympics
Kim Gyeong-Uk,1961,KOR,Women,Archery,Gold,1996 Summer Olympics
Yun Hye-Yeong,1967,KOR,Women,Archery,Gold,1996 Summer Olympics
Simon Fairweather,300,AUS,Men,Archery,Gold,2000 Summer Olympics
Kim Cheong-Tae,83168,KOR,Men,Archery,Gold,2000 Summer Olympics
Yun Mi-Jin,83170,KOR,Women,Archery,Gold,2000 Summer Olympics
Yun Mi-Jin,83170,KOR,Women,Archery,Gold,2000 Summer Olympics
Marco Galiazzo,102878,ITA,Men,Archery,Gold,2004 Summer Olympics
Park Gyeong-Mo,102883,KOR,Men,Archery,Gold,2004 Summer Olympics
Park Seong-Hyeon,102820,KOR,Women,Archery,Gold,2004 Summer Olympics
Yun Mi-Jin,83170,KOR,Women,Archery,Gold,2004 Summer Olympics
Emily Woodruff,2222,USA,Women,Archery,Gold,1904 Summer Olympics
Alan Budikusuma,255,INA,Men,Badminton,Gold,1992 Summer Olympics
Park Ju-Bong,928,KOR,Men,Badminton,Gold,1992 Summer Olympics
Susy Susanti,243,INA,Women,Badminton,Gold,1992 Summer Olympics
Jeong So-Yeong,887,KOR,Women,Badminton,Gold,1992 Summer Olympics
Poul-Erik Høyer Larsen,2383,DEN,Men,Badminton,Gold,1996 Summer Olympics
Ricky Subagja,260,INA,Men,Badminton,Gold,1996 Summer Olympics
Bang Su-Hyeon,884,KOR,Women,Badminton,Gold,1996 Summer Olympics
Ge Fei,782,CHN,Women,Badminton,Gold,1996 Summer Olympics
Gil Yeong-Ah,888,KOR,Mixed,Badminton,Gold,1996 Summer Olympics
Ji Xinpeng,89247,CHN,Men,Badminton,Gold,2000 Summer Olympics
Candra Wijaya,82740,INA,Men,Badminton,Gold,2000 Summer Olympics
Gong Zhichao,89245,CHN,Women,Badminton,Gold,2000 Summer Olympics
Ge Fei,782,CHN,Women,Badminton,Gold,2000 Summer Olympics
Gao Ling,89244,CHN,Mixed,Badminton,Gold,2000 Summer Olympics
Taufik Hidayat,82734,INA,Men,Badminton,Gold,2004 Summer Olympics
Kim Dong-Mun,916,KOR,Men,Badminton,Gold,2004 Summer Olympics
Zhang Ning,105905,CHN,Women,Badminton,Gold,2004 Summer Olympics
Zhang Jiewen,105906,CHN,Women,Badminton,Gold,2004 Summer Olympics
Gao Ling,89244,CHN,Mixed,Badminton,Gold,2004 Summer Olympics
Tracie Ruiz,51173,USA,Women,Artistic Swimming,Gold,1984 Summer Olympics
Candy Costie,50998,USA,Women,Artistic Swimming,Gold,1984 Summer Olympics
Carolyn Waldo,45890,CAN,Women,Artistic Swimming,Gold,1988 Summer Olympics
Michelle Cameron,45760,CAN,Women,Artistic Swimming,Gold,1988 Summer Olympics
Sylvie Fréchette,45788,CAN,Women,Artistic Swimming,Gold,1992 Summer Olympics
Kristen Babb-Sprague,50956,USA,Women,Artistic Swimming,Gold,1992 Summer Olympics
Karen Josephson,51075,USA,Women,Artistic Swimming,Gold,1992 Summer Olympics
Emily LeSueur,51099,USA,Women,Artistic Swimming,Gold,1996 Summer Olympics
Olga Brusnikina,50021,RUS,Women,Artistic Swimming,Gold,2000 Summer Olympics
Olga Brusnikina,50021,RUS,Women,Artistic Swimming,Gold,2000 Summer Olympics
Anastasiya Yermakova,107680,RUS,Women,Artistic Swimming,Gold,2004 Summer Olympics
Elvira Khasyanova,109568,RUS,Women,Artistic Swimming,Gold,2004 Summer Olympics
John Pius Boland,79,GBR,Men,Tennis,Gold,1896 Summer Olympics
Fritz Traun,162,GBR,Men,Tennis,Gold,1896 Summer Olympics
Fritz Traun,162,GER,Men,Tennis,Gold,1896 Summer Olympics
Laurie Doherty,88,GBR,Men,Tennis,Gold,1900 Summer Olympics
Laurie Doherty,88,GBR,Men,Tennis,Gold,1900 Summer Olympics
Charlotte Cooper,45,GBR,Women,Tennis,Gold,1900 Summer Olympics
Charlotte Cooper,45,GBR,Mixed,Tennis,Gold,1900 Summer Olympics
Beals Wright,2804,USA,Men,Tennis,Gold,1904 Summer Olympics
Beals Wright,2804,USA,Men,Tennis,Gold,1904 Summer Olympics
Josiah Ritchie,113,GBR,Men,Tennis,Gold,1908 Summer Olympics
Reggie Doherty,89,GBR,Men,Tennis,Gold,1908 Summer Olympics
Arthur Wentworth Gore,97,GBR,Men,Tennis,Gold,1908 Summer Olympics
Roper Barrett,76,GBR,Men,Tennis,Gold,1908 Summer Olympics
Dorothy Lambert Chambers,57,GBR,Women,Tennis,Gold,1908 Summer Olympics
Gladys Eastlake-Smith,47,GBR,Women,Tennis,Gold,1908 Summer Olympics
Charles Winslow,2533,RSA,Men,Tennis,Gold,1912 Summer Olympics
Harry Kitson,2521,RSA,Men,Tennis,Gold,1912 Summer Olympics
André Gobert,20,FRA,Men,Tennis,Gold,1912 Summer Olympics
André Gobert,20,FRA,Men,Tennis,Gold,1912 Summer Olympics
Marguerite Broquedis,2445,FRA,Women,Tennis,Gold,1912 Summer Olympics
Edith Hannam,52,GBR,Women,Tennis,Gold,1912 Summer Olympics
Dora Köring,128,GER,Mixed,Tennis,Gold,1912 Summer Olympics
Edith Hannam,52,GBR,Mixed,Tennis,Gold,1912 Summer Olympics
Louis Raymond,2527,RSA,Men,Tennis,Gold,1920 Summer Olympics
Max Woosnam,122,GBR,Men,Tennis,Gold,1920 Summer Olympics
Suzanne Lenglen,2455,FRA,Women,Tennis,Gold,1920 Summer Olympics
Kitty McKane,59,GBR,Women,Tennis,Gold,1920 Summer Olympics
Suzanne Lenglen,2455,FRA,Mixed,Tennis,Gold,1920 Summer Olympics
Vinnie Richards,2782,USA,Men,Tennis,Gold,1924 Summer Olympics
Frank Hunter,2765,USA,Men,Tennis,Gold,1924 Summer Olympics
Helen Wills,2744,USA,Women,Tennis,Gold,1924 Summer Olympics
Helen Wills,2744,USA,Women,Tennis,Gold,1924 Summer Olympics
Dick Williams,2803,USA,Mixed,Tennis,Gold,1924 Summer Olympics
Miloslav Mečíř,2655,TCH,Men,Tennis,Gold,1988 Summer Olympics
Ken Flach,2759,USA,Men,Tennis,Gold,1988 Summer Olympics
Steffi Graf,124,FRG,Women,Tennis,Gold,1988 Summer Olympics
Zina Garrison,2730,USA,Women,Tennis,Gold,1988 Summer Olympics
Marc Rosset,2576,SUI,Men,Tennis,Gold,1992 Summer Olympics
Michael Stich,161,GER,Men,Tennis,Gold,1992 Summer Olympics
Jennifer Capriati,2723,USA,Women,Tennis,Gold,1992 Summer Olympics
Mary Joe Fernandez,2728,USA,Women,Tennis,Gold,1992 Summer Olympics
Andre Agassi,2745,USA,Men,Tennis,Gold,1996 Summer Olympics
Todd Woodbridge,641,AUS,Men,Tennis,Gold,1996 Summer Olympics
Lindsay Davenport,2724,USA,Women,Tennis,Gold,1996 Summer Olympics
Gigi Fernandez,2727,USA,Women,Tennis,Gold,1996 Summer Olympics
Yevgeny Kafelnikov,94256,RUS,Men,Tennis,Gold,2000 Summer Olympics
Daniel Nestor,757,CAN,Men,Tennis,Gold,2000 Summer Olympics
Venus Williams,94425,USA,Women,Tennis,Gold,2000 Summer Olympics
Venus Williams,94425,USA,Women,Tennis,Gold,2000 Summer Olympics
Nicolás Massú,94197,CHI,Men,Tennis,Gold,2004 Summer Olympics
Nicolás Massú,94197,CHI,Men,Tennis,Gold,2004 Summer Olympics
Justine Henin-Hardenne,107282,BEL,Women,Tennis,Gold,2004 Summer Olympics
Sun Tiantian,107321,CHN,Women,Tennis,Gold,2004 Summer Olympics
Yu Nam-Gyu,933,KOR,Men,Table Tennis,Gold,1988 Summer Olympics
Chen Longcan,2306,CHN,Men,Table Tennis,Gold,1988 Summer Olympics
Chen Jing,778,CHN,Women,Table Tennis,Gold,1988 Summer Olympics
Hyeon Jeong-Hwa,892,KOR,Women,Table Tennis,Gold,1988 Summer Olympics
Jan-Ove Waldner,2637,SWE,Men,Table Tennis,Gold,1992 Summer Olympics
Lu Lin,2319,CHN,Men,Table Tennis,Gold,1992 Summer Olympics
Deng Yaping,781,CHN,Women,Table Tennis,Gold,1992 Summer Olympics
Deng Yaping,781,CHN,Women,Table Tennis,Gold,1992 Summer Olympics
Liu Guoliang,2317,CHN,Men,Table Tennis,Gold,1996 Summer Olympics
Kong Linghui,2313,CHN,Men,Table Tennis,Gold,1996 Summer Olympics
Deng Yaping,781,CHN,Women,Table Tennis,Gold,1996 Summer Olympics
Deng Yaping,781,CHN,Women,Table Tennis,Gold,1996 Summer Olympics
Kong Linghui,2313,CHN,Men,Table Tennis,Gold,2000 Summer Olympics
Wang Liqin,93956,CHN,Men,Table Tennis,Gold,2000 Summer Olympics
Wang Nan,93957,CHN,Women,Table Tennis,Gold,2000 Summer Olympics
Li Ju,93953,CHN,Women,Table Tennis,Gold,2000 Summer Olympics
Yu Seung-Min,93995,KOR,Men,Table Tennis,Gold,2004 Summer Olympics
Chen Qi,109572,CHN,Men,Table Tennis,Gold,2004 Summer Olympics
Zhang Yining,107444,CHN,Women,Table Tennis,Gold,2004 Summer Olympics
Zhang Yining,107444,CHN,Women,Table Tennis,Gold,2004 Summer Olympics
Gösta Lilliehöök,35072,SWE,Men,Modern Pentathlon,Gold,1912 Summer Olympics
Gustaf Dyrssen,35052,SWE,Men,Modern Pentathlon,Gold,1920 Summer Olympics
Bo Lindman,35073,SWE,Men,Modern Pentathlon,Gold,1924 Summer Olympics
Sven Thofelt,23459,SWE,Men,Modern Pentathlon,Gold,1928 Summer Olympics
"Johan, Greve Oxenstierna",35079,SWE,Men,Modern Pentathlon,Gold,1932 Summer Olympics
Gotthard Handrick,34817,GER,Men,Modern Pentathlon,Gold,1936 Summer Olympics
Wille Grut,35056,SWE,Men,Modern Pentathlon,Gold,1948 Summer Olympics
Lars Hall,35060,SWE,Men,Modern Pentathlon,Gold,1952 Summer Olympics
Aladár Kovácsi,34854,HUN,Men,Modern Pentathlon,Gold,1952 Summer Olympics
Lars Hall,35060,SWE,Men,Modern Pentathlon,Gold,1956 Summer Olympics
Aleksandr Tarasov,35129,RUS,Men,Modern Pentathlon,Gold,1956 Summer Olympics
Ferenc Németh,34861,HUN,Men,Modern Pentathlon,Gold,1960 Summer Olympics
Ferenc Németh,34861,HUN,Men,Modern Pentathlon,Gold,1960 Summer Olympics
Ferenc Török,34866,HUN,Men,Modern Pentathlon,Gold,1964 Summer Olympics
Viktor Mineyev,35119,RUS,Men,Modern Pentathlon,Gold,1964 Summer Olympics
Björn Ferm,35055,SWE,Men,Modern Pentathlon,Gold,1968 Summer Olympics
